10000 3
-1778 5479 1516 
-5643 -6915 -2438 
6896 8692 6581 
3423 -2838 2781 
8252 -1713 7665 
-9554 1562 -7905 
7624 -2244 8131 
6098 4285 9655 
6968 1233 2292 
2133 664 -1359 
-4205 -1093 -7603 
-9861 6620 6921 
-4517 1569 3881 
374 -8552 -980 
-1783 -3622 6757 
9899 -6426 -6192 
-7593 9019 -573 
-6311 -6531 -1582 
-1299 -2096 1470 
-9613 2960 -2997 
-3146 -9791 6250 
-7007 -1637 -9065 
5910 26 7615 
-7111 -9085 1353 
6950 4494 -6929 
-1608 -3625 -4908 
6525 -3884 1636 
5692 6408 4636 
-5650 -8570 3702 
-6636 -4151 -190 
3032 -8246 9467 
-3899 -6305 -9799 
4040 8754 -2959 
-1290 -5748 -2591 
-3763 -7282 -9289 
1409 618 -5706 
1796 -5049 3837 
-3989 2176 2697 
-7309 -3657 -1936 
-5767 9729 -8061 
-4449 -7022 5182 
7796 5215 4542 
7955 -756 3306 
5411 8794 5633 
-8114 4361 -1173 
2690 1015 5399 
-2074 443 2681 
-3366 9843 182 
-9689 9509 -6720 
8154 9588 -8074 
-756 6252 -4594 
1244 -8075 6133 
7652 9523 4047 
-8840 -704 3712 
4684 7013 8358 
-9979 1383 -8246 
-4022 1738 7061 
-1553 3343 534 
6613 -8496 9464 
3654 8861 -1052 
-9657 4272 5586 
-2695 7747 -3136 
7087 4153 9712 
-6340 -1910 7889 
-1748 386 7041 
-8371 966 3952 
7447 5593 384 
-2608 -9449 -8016 
-5783 -5852 -8126 
2766 -6046 496 
-6627 -5693 6272 
-4391 -7428 8571 
4147 -9817 -2168 
6459 4397 -1946 
7940 -1045 6010 
9748 -4729 5029 
9056 7996 -764 
9346 7904 -8939 
6684 9300 -3634 
3273 -4178 -6283 
-208 3345 9050 
-9929 2917 2415 
6528 575 9285 
4509 -5372 -3631 
1813 -5527 9529 
-4065 -7777 -323 
4859 -4744 9811 
5545 -157 6485 
-6166 52 -6923 
-7410 -7255 -339 
6240 -7471 3857 
-4482 -3595 -1844 
7681 5923 5518 
-811 9870 -4144 
3647 5615 8260 
6559 -4993 -2670 
-2923 -1317 -1213 
-8529 -5231 7733 
-9654 8399 -8530 
-8360 -4408 -6832 
8077 -4428 1655 
3087 -8589 -2860 
1447 -1923 8959 
9900 4106 5127 
-503 -9310 7949 
-7557 1033 5938 
4545 5559 3700 
-4914 -8432 -3050 
5829 -3427 -9743 
-6587 -3221 -2207 
2529 6072 -7521 
-7760 2729 9235 
-4288 -1974 -3151 
6657 -2914 -1633 
6786 5816 2440 
5835 -3139 -7035 
-4124 4301 -8985 
1539 -6401 9681 
3675 2356 -5407 
-4675 -4933 -8052 
-4999 -921 1761 
7007 -214 4152 
3983 -1144 -9571 
-5247 -8321 -9017 
6490 -3550 6197 
-2281 8092 -9065 
-4405 9872 1004 
2891 8271 7494 
-7248 -1697 -7825 
7408 9710 -6502 
-2609 7513 -9004 
-6822 5936 4785 
-819 8839 4690 
-3999 8454 6568 
135 -8206 -4980 
100 -5257 6853 
7609 -9158 -6603 
-1565 -7200 7801 
4194 997 4785 
-9771 7002 443 
-6096 -8533 2603 
-9615 4728 -6920 
-3279 446 2436 
7205 5838 -7942 
-3291 1793 1336 
-6813 -3493 483 
-1141 5249 -4813 
-5484 3493 3659 
9159 9205 -267 
987 -396 -1693 
4673 -3972 -2138 
6368 -7449 3036 
-5585 7579 5273 
-4265 -1285 -1914 
1112 -2816 -6123 
5568 -1990 -3760 
-2189 2464 -1062 
2046 -6074 7442 
-8817 -8689 -5633 
-7039 -5471 -6757 
-2810 2057 -6091 
3841 1033 -2907 
4581 -9241 6900 
-6276 -9260 -4416 
-9658 4322 7736 
-9557 -1434 8636 
-5587 5852 -3639 
5952 4344 -9188 
-7282 -7212 -9242 
-6468 -4227 -2620 
1045 -9353 -6068 
-9523 8893 6114 
5326 2334 -4660 
4345 8203 -743 
-6472 -758 5054 
3990 -1363 -4570 
-1587 -9052 -6254 
-1365 9660 4049 
-4895 -7878 363 
-2087 -4637 -5441 
7004 7475 6838 
9526 3043 -9259 
-2413 -9398 6874 
5457 8293 -2731 
2115 -3226 7541 
4762 88 9494 
7338 -2635 -5182 
-4687 3404 9187 
7321 9309 -760 
-162 -1309 3381 
-9703 8830 -9924 
-6879 -414 -8535 
2469 3207 5462 
4226 -9674 4194 
6955 2143 1223 
7426 -9947 -4340 
6347 -1035 7296 
8211 -7884 -1632 
-7516 3881 -3241 
-4936 4466 669 
1797 6393 -4085 
-5148 -2329 2210 
5447 2706 -4539 
-1865 -989 -749 
3318 -8027 -600 
-3828 6002 9338 
-3636 -1709 6923 
5558 6336 -156 
-7565 -9905 -4610 
7473 -726 3831 
-8765 -3279 4094 
3424 1174 4518 
316 -3166 8439 
-7121 6779 334 
-6854 -717 -6843 
-9230 6041 -7675 
-6866 -2983 -9205 
1159 7418 -737 
2994 8697 4929 
-9296 7926 -5646 
1957 -5246 -2515 
7715 -5582 -2786 
-4362 4905 3707 
3955 -9103 -9225 
-1191 -7504 6649 
5063 -4932 -796 
4912 -7198 1107 
-4582 -7742 7062 
778 3196 -4593 
6053 8071 -5423 
-3444 1381 -6874 
8149 4419 -1843 
-6342 6004 9042 
-2443 -6348 -1706 
5145 6520 9398 
-8970 1521 1579 
-4195 1987 -1426 
6730 -3205 -7288 
1970 -9837 8294 
1853 3797 -8054 
-4812 -3711 -7652 
7160 2516 1770 
-8534 -9860 -4503 
5737 5029 -7112 
-727 -1434 -6510 
3511 -9953 604 
1640 9210 4124 
-7391 -8103 9685 
-3575 2563 4173 
1177 -7487 5756 
-9828 -5334 -659 
3128 -2256 6432 
2647 -6402 696 
-4181 -6661 -8924 
5902 9155 9211 
6877 5478 7772 
-4990 7660 -8604 
-7293 -2554 710 
210 -5346 -5727 
-1267 -6895 -9581 
-2680 -4782 -5190 
4808 8194 2476 
-378 -8037 -5792 
-5053 8394 -7290 
8751 -1705 3353 
4874 -9792 -5370 
8089 -8906 4411 
-1448 -5063 8949 
3506 7039 1661 
2077 -5020 3133 
-3310 -3361 6522 
2082 -4246 1237 
-6010 8159 6773 
1021 6249 6307 
-5650 -8693 7228 
-6949 -2 -2121 
-2145 1670 -6111 
1928 8798 -6025 
7982 5149 -3305 
-3432 -2193 5878 
5373 -658 -5591 
9855 4517 7168 
3626 21 7777 
9043 3532 1668 
-4863 -1909 -3469 
-1243 -9204 -4749 
5834 5244 6314 
-2010 2843 -837 
1817 4281 -5200 
-6039 8838 6649 
6452 -1339 -7690 
-366 4865 9766 
-8812 8047 9810 
-1093 -9849 -4200 
7709 2417 1902 
-8526 4005 -5806 
-8785 -8291 3655 
-5576 -3493 -6507 
-7962 7749 2844 
5282 -7109 -3478 
2712 5976 -9656 
362 516 -9873 
2255 -7255 -1805 
8424 2205 -5779 
-220 9564 2581 
1431 -8506 2205 
-9510 -1488 1004 
9726 -4875 223 
-8979 -6355 -6936 
4418 8118 8480 
260 -304 1046 
6069 4520 5932 
-4258 -853 969 
761 -6438 -6759 
6307 4993 2918 
-5128 -4835 -8593 
3972 -6076 2647 
-5773 -5718 5039 
-656 7556 -3088 
7171 2396 -3364 
-2742 7017 -3151 
3723 -7644 6174 
620 -600 -3734 
-9130 2559 8075 
1317 1475 4492 
8307 -4052 8406 
8133 -233 9685 
-1184 -9325 -716 
-7094 -2858 -1963 
7295 7723 -1203 
-5026 7434 2318 
-5652 7660 -2588 
-9170 2284 -1987 
648 -7582 -4443 
-5294 -1137 6122 
-9375 -2086 -3448 
-6096 6783 -4542 
6517 -7953 -5505 
6611 9565 -4176 
6562 -2502 7448 
-3750 4715 7914 
8576 -767 -6059 
1053 2690 -1517 
7419 -6798 5404 
-8823 1290 9243 
-7558 -9034 4972 
-969 -5515 1707 
-6820 3825 -1877 
-600 4918 5020 
-254 8701 -21 
176 -104 4263 
-6600 -5741 2590 
-6827 -2634 8382 
-7675 9380 8992 
-954 -5576 1045 
2631 -398 -5443 
1849 -6166 -2647 
-4986 544 8116 
-5705 -5409 2611 
-2140 7951 -6018 
-6256 -5215 -5609 
6822 1166 616 
8232 -1843 -8283 
6293 6178 2476 
97 -6468 4399 
779 9559 -1890 
-3848 -6547 -8636 
4938 3840 9850 
-630 3940 8707 
703 1221 -4057 
-8809 -7857 3941 
1995 6251 3811 
-3894 -1575 4176 
-8827 675 2336 
-9762 3441 -3067 
-2198 555 -3595 
3542 8619 3311 
8695 -6825 -9819 
-8826 4632 7542 
2657 5244 989 
5493 -7749 -6027 
-351 8172 -7384 
9337 -2674 -1795 
-3238 3611 7150 
-1051 -8108 -7554 
-5463 -2792 -8829 
582 6378 -3911 
-6649 292 2674 
7410 1308 -60 
-6018 156 -8327 
7795 -199 -2026 
5924 -1158 -982 
707 -2805 3921 
7623 -8549 -3227 
-3655 4258 9888 
7919 6136 -5419 
245 -2194 -5527 
683 -54 400 
-9205 3625 6179 
-899 25 6946 
-7280 -2969 -5838 
7979 -5228 -5479 
-3170 711 8076 
-3659 7875 -242 
215 -5062 8612 
2440 5986 4339 
9167 -4533 -1794 
8202 2004 -8722 
-13 -1124 -7448 
4710 3708 863 
-7866 -3739 7070 
-5801 -3445 -4589 
-9028 8265 -8934 
7144 -4725 -4240 
-7423 -8986 -6960 
4627 -9002 -302 
2016 174 5545 
6384 -1531 6389 
4869 4138 -5735 
-6130 -1807 4272 
6082 3154 -9090 
-2481 -3243 7289 
7536 -7577 -2896 
-6989 7791 9842 
-9052 -7983 -1742 
7930 -4782 -2427 
-8234 -6377 8496 
-9610 -2268 3606 
-1028 6953 -2519 
-4370 9806 8754 
731 9405 -9794 
583 -6710 1265 
-1895 -2190 -9975 
3830 7010 4427 
-5184 303 -6650 
-2515 -9945 2179 
3589 -5904 6251 
-4904 6610 -2276 
1102 1149 -7931 
558 4584 8539 
-2814 5004 -4680 
3050 6876 -948 
-3602 7192 468 
2487 4068 -8874 
-1795 9775 -9384 
-5488 7791 -6197 
-5039 1907 -3379 
-3000 4312 -6046 
-3377 5324 -460 
6268 1556 552 
4861 2390 4166 
-46 -4642 -1604 
3327 -1447 9765 
4673 -7098 195 
2021 9682 7059 
3067 -2468 7423 
-7777 8599 3259 
6094 6765 5095 
-5829 -543 7355 
7553 -3321 5888 
-7023 -7233 9449 
9960 2883 -9122 
2548 -6683 -4238 
880 5339 -2175 
-992 2943 5577 
-9953 -4619 -962 
8451 9279 5462 
-6601 -4952 1617 
-2048 4798 -9693 
1657 9727 3194 
-4361 3795 -5247 
-5909 -7180 -3686 
412 -98 -5179 
8243 -6085 -4683 
7365 2949 -2436 
-9724 -7330 4165 
778 6451 9219 
28 -4163 -6983 
-6223 7129 5167 
515 -7038 4413 
-6034 -38 7326 
-4747 88 -8866 
4379 -1183 6453 
994 3342 3631 
-4350 -7825 -8855 
-3970 903 884 
-1267 -1790 -2699 
-5021 -6792 -8522 
7589 9591 -2709 
-3587 4875 5206 
-2809 3285 -3429 
-1056 8716 -6323 
-4908 2780 -246 
5940 9143 8735 
-4738 -1364 -2686 
5074 4042 -240 
-9251 -1013 7363 
-973 6411 4064 
-6847 -8670 2667 
-7137 -2561 -5557 
5442 -8303 -4827 
8064 -8629 -1380 
1433 7114 -136 
-7509 3586 -9718 
47 -9408 -7100 
-7969 3367 -4722 
-2251 1503 -7981 
9970 1398 -421 
-2432 3344 2455 
-5989 -3283 -6794 
593 -4456 3602 
-7439 4411 2854 
7996 -8485 6452 
-8625 4271 1999 
-7038 -1290 2925 
8092 -6169 4342 
-4868 8121 4709 
4455 2547 7001 
2866 -1529 6860 
-2000 2441 3541 
7495 9553 -2444 
5400 2927 6929 
2907 -9712 9243 
-8878 -1573 9334 
4445 3428 1837 
-3751 -7921 8928 
6403 1589 -2957 
-3208 -4683 9054 
6253 -7045 -275 
7680 -5986 4851 
-7063 -8262 -6489 
-1925 6104 1717 
2631 4346 -5721 
-1392 -4314 -7714 
9032 900 3088 
-8255 -8740 -6896 
-5878 4278 3614 
4915 -9208 -1466 
6451 -7571 -2772 
9990 -5050 -4069 
-2593 -5019 -9958 
6819 9971 4981 
-2378 -1819 -3558 
-3860 9322 255 
4191 -4944 -7106 
7456 8490 -5874 
-1846 2487 -1979 
9356 2702 -594 
1452 -4429 2306 
91 45 -4126 
-7366 -2554 -4926 
-529 4427 3633 
-2422 6021 1716 
5259 6249 -1424 
-7025 4256 -9076 
-8284 2752 2290 
-9482 -9343 -5116 
1142 7449 7858 
-8672 -5773 9093 
783 -6640 -7461 
-8096 -3582 6147 
-8016 -2079 308 
1148 -9132 -8919 
2335 -1632 -1224 
5130 -519 -2754 
7143 546 7034 
3581 -7144 -1452 
386 -4542 2909 
4840 -4270 -9226 
-2239 7114 7161 
2910 1447 -280 
-9641 2933 7301 
2381 -3459 644 
-5589 4998 -8477 
-8603 7344 -8113 
-7049 4011 3236 
3304 -6360 -3951 
3439 -2498 5152 
-5328 4290 -7499 
-8433 -7408 -1439 
2698 6721 -2871 
-5514 8833 -490 
-3046 -7503 930 
190 -5840 -2525 
-4751 -6638 -3776 
-1 -2533 -4428 
3535 6494 752 
2247 669 4112 
-5704 -5357 4966 
14 3374 126 
-5724 -8272 -7333 
3672 9198 -6348 
6483 -1184 9910 
7677 -2257 -6131 
-2714 -8631 3632 
-9015 -3914 -3110 
6047 -5684 8293 
1488 3285 4112 
-8812 -9394 86 
9357 -7502 7552 
7261 -9372 -5433 
-1732 5909 -2537 
9796 3684 1657 
2398 1794 5922 
3062 8963 6623 
-2353 -3506 9698 
8293 -5817 7618 
8653 -9785 1840 
-8278 -7651 2598 
7033 -4132 -6598 
3203 -6938 1641 
-7885 2249 -984 
-4354 -642 -5651 
2342 -2815 -3612 
4315 -865 -7117 
-1987 -2374 -9528 
4487 -2284 3422 
-9708 -4531 -3823 
2872 -5876 4892 
9341 -2259 -1809 
4480 -4445 528 
-979 9582 -9098 
6225 2729 -8014 
5143 5978 2925 
-9843 5021 4724 
7754 -5772 -7079 
1716 4603 6671 
7327 -594 -2332 
5165 -3926 1385 
5676 -2831 -9163 
8530 -9606 1569 
-9682 2299 -7884 
3107 6344 -2126 
-8496 4138 -7057 
874 848 -1752 
-7780 -8630 -1499 
9933 1640 -6792 
1736 -9992 -8451 
1229 -6055 -8640 
-8721 2156 2330 
-455 -7076 8467 
3475 9009 1076 
3263 2947 -2604 
5019 -8782 5957 
-9381 8857 4038 
-6532 -3533 6552 
182 2109 -5890 
6755 3094 -5954 
2726 -5308 -255 
-6631 -1179 3219 
-1097 -3690 -6710 
-5708 8902 -1470 
1011 2107 -1675 
-5543 -3266 6054 
-3579 6818 9475 
-851 1405 -2710 
4984 -5323 2627 
7620 -3194 5265 
-4328 2979 8688 
9092 3432 9447 
-6642 1459 889 
7732 -9430 8870 
713 -5578 -4271 
-7553 -4529 -6745 
4595 1936 -6617 
-2629 -8929 -104 
9189 7838 -3135 
-7633 -6326 -4570 
-547 2709 -8003 
3131 -8708 4124 
1534 -1528 -302 
8990 8436 -7352 
-2908 -511 -8830 
7243 -6573 -9471 
8400 -6677 2999 
-3694 -6832 -785 
8792 -9517 3244 
-8813 -1862 -7656 
-3939 8442 -9712 
9660 -9666 1605 
-4813 -9280 6554 
1159 2152 -8538 
-8047 -9031 3228 
-7167 -3797 4544 
-6655 -6553 6943 
6426 -894 -5015 
6475 -8673 -7335 
713 9999 -4836 
6534 2626 8868 
6297 8520 1606 
-5570 -9420 -1625 
-7960 -3142 1270 
6813 2346 -5682 
-970 -6055 4030 
7408 -4442 -3605 
5570 -693 7094 
3601 -4505 9064 
-1564 -7867 5626 
-1574 5218 711 
5502 -8705 1994 
-3985 4042 8955 
-7422 -3196 9134 
-8564 -8023 4637 
-2224 5960 -2995 
6118 -5361 -6041 
2818 6332 -4507 
-2231 775 -9222 
-8382 9092 2587 
4710 4856 6899 
-7377 -1342 1591 
1812 -5260 -3844 
647 -4747 -4147 
1601 2974 -3598 
-3144 -9048 7236 
1809 -6995 -1549 
3401 -1544 1704 
-3653 -4348 5582 
2171 -8283 -5944 
-3480 -6964 -6880 
3383 9203 9254 
5592 9353 3289 
9075 5311 3693 
9483 -8636 -5582 
5901 9364 7880 
-169 -7273 -8286 
-9598 1320 12 
8080 -6356 2276 
-386 -4128 4559 
6992 7641 1616 
-9840 -1463 6878 
-1196 -8859 7718 
7958 -5483 -6113 
-3415 5379 9111 
-9176 9378 2611 
-8513 5223 1768 
-9205 -9667 -6717 
-1528 -7970 -1199 
6031 -4397 510 
-478 4773 8250 
-7390 8166 8120 
-1284 4930 -9858 
-8787 -714 -1956 
-5883 -1523 258 
9307 6474 3235 
3194 2213 79 
-3144 2071 -8467 
-6658 -6358 -6459 
1717 7329 -5483 
-4283 5243 -337 
4509 -6102 5722 
-45 -730 6240 
-8770 -937 -749 
-521 1387 6678 
-5347 770 -2969 
-6232 9706 8603 
1900 4271 6223 
-5273 -3895 -7438 
-7646 -4688 9245 
5606 2244 9296 
3370 -2483 -7253 
-1223 1608 -6772 
-1680 9970 2603 
-4350 -572 5154 
110 7766 777 
-2956 3903 8676 
8677 4767 1728 
5008 -7385 -5447 
1364 -5431 4799 
6645 1988 9670 
9956 -1569 -7148 
8781 -4204 -4181 
8839 5966 728 
7028 -5063 -3364 
1196 -2275 -4766 
7583 -2695 -4099 
-6888 -3807 9054 
1809 -3533 -6184 
-7849 -2427 5642 
-8038 -2550 7634 
7619 962 -3723 
-1424 6351 9386 
7155 -9777 -5422 
213 7880 -3569 
8002 4667 6754 
5362 -7398 -9686 
-9382 4963 -9388 
2634 7304 -6011 
9985 -1128 3596 
-141 9755 6539 
-7364 865 -9967 
-2603 2390 -7974 
3557 -6969 -6762 
9009 -7978 1287 
4892 124 -7891 
5089 -4508 -213 
-9936 6527 -6541 
1362 -5536 -5492 
5212 4920 -600 
-2068 1315 176 
-1610 -3765 -9532 
9561 4350 2314 
1560 3374 -4182 
3138 -1180 9863 
7081 3249 1737 
-1123 5115 4676 
8927 2591 4305 
-6412 9244 9377 
-5237 364 1120 
6801 -1162 8365 
-2842 -3651 6869 
-5065 -5068 99 
-8138 6233 2648 
4481 5816 5284 
-8725 5516 -6715 
1147 3092 5519 
-7712 4807 1103 
-8765 -171 5867 
4780 1696 9591 
-2211 -4033 6716 
-328 -3104 -6730 
3682 2889 2926 
7994 -5377 -8467 
8659 -6413 6844 
254 -8233 -6773 
5995 2600 2805 
-6363 -9792 4852 
-2946 -2091 7215 
9744 -8744 8429 
7259 -1155 6704 
-3980 -5186 7903 
-8015 4239 4389 
509 -1537 9000 
6373 -4769 -9910 
1956 -8633 9692 
-1304 -3616 -890 
-6612 -7073 -8067 
-8500 -3729 916 
2437 -1523 4199 
-1352 1777 1177 
-3192 -6239 8984 
5191 -9929 -7874 
-2210 6138 -5419 
2921 -4276 -1851 
4855 9346 -3996 
9702 -8606 8765 
5172 -4016 -4343 
5642 75 9107 
1067 -1152 -1371 
-233 390 -3960 
-4576 7772 -7279 
4373 -6311 6982 
8126 63 4151 
7265 -978 -3006 
-6547 3310 -8097 
-5401 6627 5681 
-3461 -5291 4796 
2355 9587 -5362 
58 1665 3839 
-8188 -3584 -7417 
3362 -2290 -4554 
9950 -606 3757 
2038 6116 -4654 
-5424 -6771 8876 
6500 2958 -8304 
7343 -5053 -726 
-3871 -5407 6660 
-2359 9575 -4964 
825 8836 -2479 
-4367 627 9963 
5375 9255 -5658 
-2093 2668 -6219 
8605 6039 7441 
-564 4652 2231 
-4797 8755 5493 
6836 4924 6732 
-6446 -7704 8277 
-1583 -2038 8836 
5676 2817 6565 
6760 -307 -5260 
-832 1040 -5459 
-9305 9371 -5088 
4099 7530 -8285 
-8481 -8239 -7658 
1462 1952 4028 
-5227 9939 -3313 
8015 2965 5261 
-120 -1188 -2351 
-3354 3712 5950 
9837 -5328 -9756 
-1333 481 7504 
-2131 8950 323 
-7172 5479 4083 
7588 -6524 7135 
276 -3104 -5173 
4633 -3660 -2044 
8413 2181 9911 
3546 7624 805 
-1576 9175 -7735 
3432 -1805 252 
-8562 -5385 -5554 
8801 623 7940 
-1057 -9954 9286 
898 3466 900 
1524 -6518 1845 
-9917 -9636 -3715 
3452 9327 -4117 
-208 4883 3578 
279 -149 5948 
-9310 5265 9880 
-2812 -7361 3169 
5960 4136 4966 
-6914 -7722 -6986 
-4074 -4433 2142 
-2628 9940 -3600 
4062 3103 515 
-8738 -7347 -3739 
7905 7346 -7218 
-7464 -8028 5630 
-2689 3736 -6555 
2351 -4552 9267 
-3545 -8431 2458 
-1656 -2357 -9131 
1727 813 -7559 
-5770 8701 464 
-8800 -8488 1654 
79 -9741 8076 
-2130 -4092 -8250 
-8144 671 -8466 
-4716 3727 -6073 
7986 -6955 3973 
8583 -124 -7163 
-4215 9166 -7790 
1033 7488 4459 
6699 -3672 -4903 
-6585 2746 6060 
-771 2054 -5674 
5850 -44 536 
-5337 9934 8987 
-1673 4337 -7357 
8535 2331 9426 
1068 9980 4690 
5278 -6388 -8659 
-1034 651 -383 
6253 2937 1574 
-5375 -9999 6368 
-5752 4315 6772 
6928 7218 -1143 
-900 2079 -3389 
245 2799 -950 
9986 -7120 -2791 
8870 4369 3676 
9148 2263 5848 
-2293 -1404 -241 
7283 -5293 8017 
-4305 1623 879 
-9653 -2606 5804 
-9551 1063 2374 
-4538 -3948 -5486 
8307 -5030 5549 
-5540 2149 2517 
-6012 -9291 1766 
143 -6798 1469 
3497 -8077 -2609 
1047 2891 2908 
8983 706 -5872 
347 7106 -5841 
3540 6014 -3044 
6867 -5286 -4107 
9719 1 -920 
-1243 4633 -2937 
-9897 7435 -9194 
1575 4152 -9170 
-4085 -6436 -6312 
-3147 9721 -8318 
-3547 2590 685 
-7071 -7380 637 
-5718 -5112 5101 
8123 8261 5645 
4899 -9680 -8655 
5705 1652 9326 
-4009 5440 -4520 
-7321 9695 -5478 
7966 -1235 7826 
5327 5537 3021 
6797 -5212 6762 
-3883 5674 -9038 
3349 -7328 -2759 
-7766 -2939 4441 
-9926 -3812 5257 
-9998 5279 -4483 
8814 -6908 6693 
4047 -5480 -5904 
1993 -7836 -726 
754 -5701 9394 
-8487 -5891 6404 
154 4088 -4166 
-9674 4121 -7807 
1887 -4301 4957 
-7169 -5993 -9120 
-4875 8649 -7850 
9071 6008 -5734 
4942 6296 9796 
1771 6936 5084 
-2210 8892 -7292 
4026 3878 -8918 
430 1359 -3437 
-5569 1953 2503 
9172 -393 -2556 
-9941 -4946 2375 
-7146 -6736 -6439 
1636 6034 5960 
-1745 -6312 9973 
-8213 396 -3555 
9030 8692 6735 
7712 -2140 -563 
-4559 4267 2315 
2635 -9533 -3749 
3751 -7300 3957 
-962 -1891 8756 
-1556 -9048 -4887 
5780 -4487 -4929 
-3470 1669 525 
538 4366 231 
4241 -3778 -4245 
-9271 -6607 6317 
-4278 -4046 -9068 
-4420 -2959 5184 
2119 5756 -8117 
2449 -4508 -3753 
-402 -414 -7915 
-8862 -8558 -8926 
-5996 376 -8823 
-6720 -1228 3293 
-2798 -9794 9599 
8570 4073 2919 
-245 8595 -9612 
-9413 -3851 4344 
-7768 -3163 992 
-475 6986 -7012 
9208 -3064 370 
8166 -5183 -9252 
-5003 -6950 -3116 
9730 -8387 3311 
6588 -9196 -7207 
6650 9851 2316 
-8166 3108 9286 
-8624 -7663 -2979 
4326 -9287 -6396 
8593 -9473 218 
8418 938 -8202 
1783 2654 7408 
8635 -5670 -5949 
-3169 2538 -4072 
-3959 3090 2745 
5437 7789 -9344 
6123 -4403 -4435 
-6927 7616 3704 
7873 2771 -3573 
-6750 6583 -7238 
-8865 -1563 8414 
7823 -5033 -7911 
-3000 -6444 7702 
8028 1721 46 
-2799 -1505 -1063 
-3708 -1955 -7156 
-3675 4156 -3034 
-8706 5286 -1757 
-2754 2455 -8546 
5376 3181 2239 
-2752 1248 6616 
-8526 5736 -7134 
-6715 6727 8864 
-510 3127 -7543 
3256 1188 -5565 
-3019 -6734 9274 
-2559 -5684 9842 
5333 -7738 8007 
6320 5550 -296 
6726 -4956 2639 
-9751 -4975 -5556 
7529 9157 -1438 
1220 7833 -5003 
358 -5659 -4190 
-9164 -1422 -2207 
8991 -3854 6758 
1214 -5682 -6409 
9512 -939 -3768 
79 -8247 7251 
-6980 -988 -7219 
200 3006 944 
-2793 -2604 -304 
2846 -216 7013 
2684 2577 5825 
1951 5817 -9128 
-6842 8684 -9280 
-2575 -772 5597 
-793 -5848 -4395 
-5121 -8173 -6504 
9301 -9240 -6867 
-5708 -8760 1639 
3077 -6091 -1032 
-3729 1143 -4310 
-5518 7181 -6381 
8003 -1182 -9581 
9191 6437 31 
-4477 -4498 -9337 
4270 4155 -4790 
-4709 8506 9231 
-5148 368 -6031 
-9088 -975 4555 
-6798 -6822 5490 
3235 -7559 -2927 
8914 -4014 1521 
3172 646 -6154 
-4197 8357 -4010 
5078 4425 2340 
1068 829 -5979 
-1845 -506 6695 
-7796 433 -6576 
8747 2095 6947 
-5647 -5626 132 
6894 -7287 -384 
8262 -7426 1798 
3386 1436 -1436 
3077 8199 4725 
-1999 -374 -7867 
7800 -9785 7253 
6203 9526 -5672 
2105 -1435 5141 
2667 -385 8465 
4169 1205 -1103 
-1829 -858 -5729 
-1365 -8286 3915 
-5837 -1332 6034 
3581 -498 -4980 
9027 -6740 -4688 
-355 782 5515 
-3384 835 -5992 
3706 -6233 7452 
338 4939 -3826 
2852 238 -6159 
-7937 -1095 -2739 
9484 6554 -3866 
-6035 3857 -1493 
7639 6034 -5059 
-5376 7216 -1839 
-3635 -9055 -7697 
8059 -7349 -5245 
-5382 4056 4881 
2751 6768 -7350 
5374 -2302 7637 
4129 -2478 -2862 
1913 7950 5617 
-5859 -7466 184 
1944 8758 351 
3240 -4345 -1935 
3840 8057 -5883 
-8738 -856 9509 
-3509 5725 -9295 
-2467 -1579 9385 
-3191 -5413 2390 
4026 2868 3891 
-1487 8605 9000 
-5681 -4217 9642 
1752 -6644 -6363 
-5031 6920 -7876 
-643 1615 2766 
-748 -918 3540 
7146 -2478 -1959 
-5340 -3522 7296 
-5483 -1373 9904 
4667 -637 -7963 
6324 -3374 4350 
-5796 -4873 -4870 
8001 -4289 3756 
5189 4328 1035 
-5890 7431 3440 
4548 -8362 -4834 
1206 2485 914 
-4025 1592 4309 
504 -3533 1871 
-4315 -6548 3880 
2513 -9428 6535 
4477 -1742 4367 
4080 -4376 -9859 
4972 3364 -4684 
553 -2808 8786 
-2186 4745 8021 
4547 2379 -2711 
-1117 2014 -3268 
-1682 5395 1494 
-8878 8465 8113 
3208 2590 9213 
3010 -178 -4766 
2043 -3209 -7267 
9116 4446 1778 
-3368 5303 3218 
5213 -501 8872 
73 3352 6523 
336 3087 6146 
-9805 -6882 5643 
-2070 2294 -4375 
1131 9211 6771 
7553 -7224 -4100 
-4271 -3417 1818 
4707 -8309 -8592 
7789 -359 -4632 
3902 1056 -4383 
-2802 -4401 1459 
8905 -9527 -2277 
5481 -4264 2164 
451 6352 -3616 
391 4295 25 
-6891 7447 781 
4202 5812 -9894 
-6723 7292 1567 
-2308 -5546 1321 
-7241 -6797 -9695 
1843 -3735 -1380 
4313 7487 5470 
4661 3196 7895 
1702 3675 -9411 
-7098 6219 7699 
-9216 7879 -5308 
-4252 -881 8979 
-8868 9417 -3596 
-8369 -854 6881 
4359 6787 -9469 
5428 -5009 -7347 
-2137 -4001 8296 
-2527 -8115 6783 
459 2074 8055 
-6827 -7667 6852 
-496 2048 8754 
-4298 -6676 7404 
-5535 6486 -1323 
5049 5415 4576 
2704 -9136 4095 
-9499 4976 2193 
3451 4187 -6466 
-481 -2430 5951 
-5914 -994 6616 
16 -4114 -1756 
6992 -6869 1573 
-8986 4090 1613 
-1484 -626 -7135 
9181 -1712 5031 
2306 -961 4653 
7722 5834 -5609 
